metric,explain,linguistic_label,k400_label,domain_label
f1264918,Licensed_Practical_Nurse_Licensed_Vocational_Nurse_Full_Time=2018,Nursing Home Staffing and Vacancy Levels,"General hospital operations, capacity, beds, and admissions",
f1265018,Licensed_Practical_Nurse_Licensed_Vocational_Nurse_Full_Time=2018,,,
f1265118,All_Other_Personnel_Full_Time=2018,Healthcare Facility Staffing and Personnel Levels,"General hospital operations, capacity, beds, and admissions",
f1265218,All_Other_Personnel_Full_Time=2018,,,
f1265318,Physicians_&_Dentists_Partial_Time=2018,Dental Workforce and Practice Characteristics,"General hospital operations, capacity, beds, and admissions",
f1265418,Physicians_&_Dentists_Partial_Time=2018,,,
f1265518,Registered_Nursing_Partial_Time=2018,Nursing Home Staffing and Vacancy Levels,"General hospital operations, capacity, beds, and admissions",
f1265618,Registered_Nursing_Partial_Time=2018,,,
f1265718,Licensed_Practical_Nurse_Licensed_Vocational_Nurse_Partial_Time=2018,Nursing Home Staffing and Vacancy Levels,"General hospital operations, capacity, beds, and admissions",
f1265818,Licensed_Practical_Nurse_Licensed_Vocational_Nurse_Partial_Time=2018,,,
f1265918,All_Other_Personnel_Partial_Time=2018,Healthcare Facility Staffing and Personnel Levels,"General hospital operations, capacity, beds, and admissions",
f1266018,All_Other_Personnel_Partial_Time=2018,,,
f1266118,#_Full_Time_Equivalent_Other_Personnel=2018,Healthcare Facility Staffing and Personnel Levels,"General hospital operations, capacity, beds, and admissions",
f1266218,#_Full_Time_Equivalent_Other_Personnel=2018,,,
f1266318,#_Full_Time_Equivalent_Medical_&_Dental_Residents=2018,Dental Workforce and Practice Characteristics,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1266418,#_Full_Time_Equivalent_Medical_&_Dental_Residents=2018,,,
f1266518,#_Full_Time_Equivalent_Total_Trainees=2018,Healthcare Facility Staffing and Personnel Levels,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1266618,#_Full_Time_Equivalent_Total_Trainees=2018,,,
f1266718,#_Full_Time_Equivalent_Total_Hospital_Personnel=2018,Healthcare Facility Staffing and Personnel Levels,"General hospital operations, capacity, beds, and admissions",
f1266818,#_Full_Time_Equivalent_Total_Hospital_Personnel=2018,,,
f1266914,5_Year_Infant_Mortality_Rate_Total=2014-18,Births Deaths and Infant Mortality Rates,"Mixed: Medicaid/marketplace enrollment, mortality outcomes, birth outcomes, and veteran benefits",Adverse birth outcomes: low birth weight and preterm
f1267014,5_Year_Infant_Mortality_Rate_White=2014-18,Births Deaths and Infant Mortality Rates,"Mixed: Medicaid/marketplace enrollment, mortality outcomes, birth outcomes, and veteran benefits",
f1267114,5_Year_Infant_Mortality_Rate_Non_White=2014-18,Births Deaths and Infant Mortality Rates,"Mixed: Medicaid/marketplace enrollment, mortality outcomes, birth outcomes, and veteran benefits",
f13156,Social_Security_Administration_Beneficiary_Code=NA,Rural Urban Classification and Geographic Codes,County administrative and geographic identifier codes,
f1316416,3_Year_Cerebrovascular_Disease=2016-18,Public Health Workforce and Disease Mortality,"Mixed: Medicaid/marketplace enrollment, mortality outcomes, birth outcomes, and veteran benefits",
f1316516,3_Year_Other_Cardiovas_Disease=2016-18,Public Health Workforce and Disease Mortality,"Mixed: Medicaid/marketplace enrollment, mortality outcomes, birth outcomes, and veteran benefits",
f1316616,3_Year_Suicides=2016-18,Births Deaths and Infant Mortality Rates,"Mixed: Medicaid/marketplace enrollment, mortality outcomes, birth outcomes, and veteran benefits",
f1316716,3_Year_Homicides&Legal_Interventn=2016-18,Births Deaths and Infant Mortality Rates,"Mixed: Medicaid/marketplace enrollment, mortality outcomes, birth outcomes, and veteran benefits",
f1316816,3_Year_Other_External_Causes=2016-18,Births Deaths and Infant Mortality Rates,"Mixed: Medicaid/marketplace enrollment, mortality outcomes, birth outcomes, and veteran benefits",
f1316916,3_Year_Diabetes=2016-18,Public Health Workforce and Disease Mortality,"Mixed: Medicaid/marketplace enrollment, mortality outcomes, birth outcomes, and veteran benefits",
f1317016,3_Year_Deaths_From_Other_Causes=2016-18,Births Deaths and Infant Mortality Rates,"Mixed: Medicaid/marketplace enrollment, mortality outcomes, birth outcomes, and veteran benefits",
f1317118,Dentists_Total_Private_Practice=2018,Dental Workforce and Practice Characteristics,"Active dentists, optometrists, and podiatrists by age and practice type",Dental and allied health professional workforce
f1317218,Dentists_Total_Male_Private_Practice=2018,Dental Workforce and Practice Characteristics,"Active dentists, optometrists, and podiatrists by age and practice type",Dental and allied health professional workforce
f1317318,Dentists_Total_Female_Private_Practice=2018,Dental Workforce and Practice Characteristics,"Active dentists, optometrists, and podiatrists by age and practice type",Dental and allied health professional workforce
f1317418,Dentists_Private_Practice_Total_General_Practitioners_&_Pediatric=2018,Dental Workforce and Practice Characteristics,"Active dentists, optometrists, and podiatrists by age and practice type",Dental and allied health professional workforce
f1317518,Dentists_Private_Practice_Total_Other_Specialty=2018,Dental Workforce and Practice Characteristics,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",Physician and specialist workforce counts
f1317618,#_Active_Dentists_55_64=2018,Dental Workforce and Practice Characteristics,"Active dentists, optometrists, and podiatrists by age and practice type",
f1317918,Dentists_State_or_Local_Government=2018,Dental Workforce and Practice Characteristics,Dentists State or Local Government,
f1318118,Dentists_Graduated_Student_Resident=2018,Dental Workforce and Practice Characteristics,Mixed specialty other professional activity and research (multiple specialties),
f1318218,Population_(Persons)=2018,Population Density and Geographic Area Characteristics,"Hospital advanced imaging, personal income, population, and older specialty physicians (mixed)",
f1318318,Dentists_Total_Professional_Active=2018,Dental Workforce and Practice Characteristics,"Active dentists, optometrists, and podiatrists by age and practice type",Dental and allied health professional workforce
f1318418,Dentists_Armed_Forces_&_Other_Federal_Service=2018,Dental Workforce and Practice Characteristics,Federal government physicians and dentists,
f1318518,#_Psychiatric_Short_Term_Hospital=2018,Psychiatric Healthcare Services and Capacity,State psychiatric and non-general hospital capacity,
f1318618,#_Rehabilitation_State_Hospital=2018,Hospital Services and Facility Types,State rehabilitation hospital inpatient days,
f1318718,#_Children's_Psychiatric_State_Hospital=2018,Psychiatric Healthcare Services and Capacity,Children's psychiatric state hospital capacity,
f1318818,Inpatient_Days_in_State_Psychiatric=2018,Hospital and Long Term Care Utilization,State psychiatric and non-general hospital capacity,
f1318918,Inpatient_Days_in_State_Rehabilitation=2018,Hospital and Long Term Care Utilization,State rehabilitation hospital inpatient days,
f1319018,Inpatient_Days_in_State_Children_Psychiatric=2018,Hospital and Long Term Care Utilization,Children's psychiatric state hospital capacity,
f1319119,#_Eligible_for_Medicare=2019,Medicare Beneficiary Coverage and Healthcare Utilization,Alaska Native Tlingit-Haida population and ambulatory/community health workforce (mixed),
f1319219,#_Medicare_Advantage_Enrollees=2019,Medicare Beneficiary Coverage and Healthcare Utilization,"Mixed: Medicaid/marketplace enrollment, mortality outcomes, birth outcomes, and veteran benefits",
f1319319,%_Medicare_Advantage_Penetration=2019,Medicare Beneficiary Coverage and Healthcare Utilization,"Agriculture employment, rural health resources, skilled nursing, and elderly population (mixed)",
f1321119,#_Skilled_Nursing_Facilities=2019,Hospital Services and Facility Types,"Agriculture employment, rural health resources, skilled nursing, and elderly population (mixed)",
f1321219,Skilled_Nursing_Facility_Total_Beds=2019,Hospital and Nursing Facility Capacity,"Agriculture employment, rural health resources, skilled nursing, and elderly population (mixed)",
f1321319,Skilled_Nursing_Facility_Certified_Beds=2019,Hospital and Nursing Facility Capacity,"Agriculture employment, rural health resources, skilled nursing, and elderly population (mixed)",
f1321419,#_Home_Health_Agencies=2019,Rural and Community Healthcare Provider Sites,Home health agencies and hospices,
f1321519,#_Nursing_Facilities=2019,Hospital Services and Facility Types,Nursing facility counts and certified beds,
f1321619,Nursing_Facilities_Total_Beds=2019,Hospital and Nursing Facility Capacity,Nursing facility counts and certified beds,
f1321719,Nursing_Facilities_Certified_Beds=2019,Hospital and Nursing Facility Capacity,Nursing facility counts and certified beds,
f1321819,#_Rural_Health_Clinics=2019,Rural and Community Healthcare Provider Sites,"Agriculture employment, rural health resources, skilled nursing, and elderly population (mixed)",
f1321919,#_Ambulatory_Surgery_Centers=2019,Hospital Services and Facility Types,Alaska Native Tlingit-Haida population and ambulatory/community health workforce (mixed),
f1322019,#_Hospices=2019,Hospital Services and Facility Types,Home health agencies and hospices,
f1322119,#_Community_Mental_Health_Center=2019,Rural and Community Healthcare Provider Sites,# Community Mental Health Center,
f1322318,Persons_in_Poverty=2018,Poverty Status and Deep Poverty Demographics,"Socioeconomic status: poverty, income, labor force, education, and health insurance","Poverty prevalence: persons, families, and children"
f1322418,Persons_Age_0_17_in_Poverty=2018,Poverty Rates by Age and Income Level,"Socioeconomic status: poverty, income, labor force, education, and health insurance","Poverty prevalence: persons, families, and children"
f1322518,Related_Children_5_17_in_Family_in_Poverty=2018,Poverty Status and Deep Poverty Demographics,"Socioeconomic status: poverty, income, labor force, education, and health insurance","Poverty prevalence: persons, families, and children"
f1322618,Median_Household_Income=2018,Household Income Distribution by Race,"Socioeconomic status: poverty, income, labor force, education, and health insurance","High household income, home values, and rent"
f1322810,Physician_Assistants=2010,,,
f1322910,Physician_Assistants_Female=2010,,,
f1323010,Physician_Assistants_Male=2010,,,
f1328218,Dentists_Staff_Facility_&_Staff_Health_Organization=2018,Dental Workforce and Practice Characteristics,Dentists Staff Facility & Staff Health Organization,
f1328318,Dentists_Other_Occupation=2018,Dental Workforce and Practice Characteristics,Mixed: dentists other occupation type and occupational medicine mid-career,
f1328418,Dentists_No_Longer_in_Practice=2018,Dental Workforce and Practice Characteristics,Dentists No Longer in Practice,
f1328518,#_Active_Dentists_Age_Unknown=2018,Dental Workforce and Practice Characteristics,Mixed: unknown-age dentists and general internal medicine teaching,
f1328618,Dentists_Dental_School_Faculty=2018,Dental Workforce and Practice Characteristics,Mixed specialty other professional activity and research (multiple specialties),
f1330918,Other_Intensive_Care_Bed_Set_Up=2018,Hospital Bed Capacity by Care Type,Other Intensive Care Bed Set Up,
f1331018,#_Hospital_with_Other_Intensive_Care=2018,Hospital Services and Facility Types,Hospital specialized intensive and acute care services,
f1331118,Acute_Long_Term_Care_Beds_Set_Up=2018,Hospital Bed Capacity by Care Type,Acute Long Term Care Beds Set Up,
